Gene	Mycobacterium tuberculosis H37Rv	Synechococcus elongatus PCC 7942	Porphyromonas gingivalis ATCC 33277	Bacteroides thetaiotaomicron VPI-5482	Bacteroides fragilis 638R	Caulobacter crescentus	Brevundimonas subvibrioides ATCC 15264	Rhodopseudomonas palustris CGA009	Agrobacterium fabrum str. C58	Burkholderia thailandensis E264	Burkholderia pseudomallei K96243	Francisella novicida U112	Shewanella oneidensis MR-1	Vibrio cholerae N16961	Haemophilus influenzae Rd KW20	Escherichia coli ST131 strain EC958	Escherichia coli MG1655	Salmonella enterica serovar Typhimurium SL1344	Salmonella enterica serovar Typhi Ty2	Salmonella enterica serovar Typhi	Acinetobacter baumannii ATCC 17978	Pseudomonas aeruginosa PAO1	Helicobacter pylori 26695	Mycoplasma genitalium G37	Mycoplasma pulmonis UAB CTIP	Streptococcus agalactiae A909	Streptococcus pyogenes MGAS5448	Streptococcus pyogenes NZ131	Staphylococcus aureus NCTC 8325	Staphylococcus aureus N315	Bacillus subtilis 168
recD	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rlmE	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rlmN	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rluC	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rluD	Essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rnc	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential
rne	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rnt	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rpe	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential
rpiA	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential
rplA	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential
rplI	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential
rpmE	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential
rpmF	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rpmG	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rpmI	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential
rpmJ	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rpsO	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential
rsmA	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rsmD	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rsmH	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
serC	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
smpB	Not analysed	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Not analysed	Non-essential	Non-essential	Essential	Essential	Non-essential
sodB	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
sucA	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
sucB	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential
surA	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
tal	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
terC	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
tktA	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential
tpiA	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential
trpS	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential
truA	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
truB	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
trxA	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential
trxB	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential
tuf	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Not analysed	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential
tusE	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
ung	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
yajC	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
yajR	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
ycfH	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential
ychF	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential
ygfZ	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
yggX	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
yhgN	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
yibN	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
yjgF	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
yrbA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
zwf	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential
ubiG	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hemL	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
